session_id,round,question_id,asked_question_id,correctness,depth,clarity,practicality,tradeoffs,overall_score,provenance,missing_points
76,3,188,473,0.676,0.642,0.761,0.631,0.634,0.6697,rule,"[""核心概念边界"", ""监控与回滚方案""]"
76,4,63,474,0.727,0.756,0.826,0.689,0.705,0.7412,rule,"[""异常场景处理""]"
76,5,140,475,0.448,0.583,0.558,0.575,0.595,0.5383,rule,"[""生产环境验证"", ""监控与回滚方案"", ""一致性权衡""]"
76,6,184,476,0.756,0.661,0.686,0.672,0.665,0.6961,rule,"[""异常场景处理""]"
76,7,152,477,0.65,0.631,0.727,0.722,0.622,0.6673,rule,"[""异常场景处理"", ""一致性权衡""]"
76,8,55,478,0.56,0.529,0.566,0.646,0.614,0.5755,llm,"[""核心概念边界"", ""监控与回滚方案"", ""生产环境验证""]"
77,1,43,479,0.908,0.733,0.735,0.742,0.857,0.8035,rule,"[""异常场景处理""]"
77,2,36,480,0.753,0.703,0.733,0.657,0.668,0.7106,llm,"[""监控与回滚方案"", ""性能瓶颈分析""]"
77,3,30,481,0.556,0.613,0.575,0.641,0.55,0.5861,rule,"[""生产环境验证""]"
77,4,96,482,0.705,0.569,0.791,0.711,0.715,0.6906,rule,"[""异常场景处理""]"
77,5,145,483,0.778,0.797,0.837,0.84,0.884,0.8166,hybrid,"[""核心概念边界""]"
77,6,55,484,0.602,0.642,0.706,0.585,0.564,0.6209,rule,"[""核心概念边界""]"
77,7,61,485,0.565,0.556,0.666,0.681,0.559,0.5991,rule,"[""核心概念边界"", ""性能瓶颈分析""]"
78,1,170,486,0.661,0.566,0.774,0.632,0.585,0.6435,rule,"[""一致性权衡"", ""异常场景处理""]"
78,2,150,487,0.69,0.605,0.613,0.616,0.657,0.6406,hybrid,"[""生产环境验证"", ""核心概念边界""]"
78,3,178,488,0.681,0.676,0.806,0.595,0.575,0.6726,rule,"[""监控与回滚方案"", ""核心概念边界""]"
78,4,187,489,0.685,0.656,0.749,0.714,0.737,0.7011,llm,"[""生产环境验证""]"
78,5,163,490,0.736,0.886,0.773,0.693,0.741,0.7701,llm,"[""异常场景处理"", ""监控与回滚方案""]"
79,1,173,491,0.693,0.62,0.631,0.82,0.601,0.6756,rule,"[""异常场景处理"", ""性能瓶颈分析""]"
79,2,140,492,0.524,0.517,0.573,0.546,0.567,0.5399,rule,"[""生产环境验证"", ""核心概念边界""]"
79,3,151,493,0.839,0.786,0.828,0.776,0.799,0.8091,llm,"[""生产环境验证""]"
79,4,181,494,0.698,0.673,0.88,0.787,0.691,0.7375,llm,"[""异常场景处理"", ""一致性权衡""]"
79,5,172,495,0.829,0.81,0.892,0.846,0.81,0.8357,hybrid,"[""性能瓶颈分析""]"
79,6,166,496,0.637,0.599,0.817,0.697,0.613,0.6656,rule,"[""异常场景处理"", ""监控与回滚方案""]"
79,7,60,497,0.767,0.636,0.723,0.778,0.681,0.7203,rule,"[""异常场景处理""]"
80,1,112,498,0.665,0.642,0.64,0.684,0.676,0.6601,rule,"[""核心概念边界""]"
80,2,84,499,0.551,0.577,0.694,0.605,0.627,0.6003,llm,"[""生产环境验证"", ""异常场景处理""]"
80,3,85,500,0.756,0.737,0.843,0.746,0.773,0.7667,llm,"[""性能瓶颈分析"", ""核心概念边界""]"
80,4,190,501,0.705,0.643,0.715,0.671,0.674,0.6827,llm,"[""核心概念边界""]"
80,5,96,502,0.978,0.808,0.832,0.819,0.779,0.861,rule,"[""核心概念边界""]"
80,6,86,503,0.754,0.682,0.826,0.787,0.729,0.752,rule,"[""核心概念边界""]"
81,1,60,504,0.75,0.637,0.736,0.718,0.693,0.7087,rule,"[""异常场景处理""]"
81,2,62,505,0.783,0.81,0.83,0.833,0.807,0.8088,rule,"[""性能瓶颈分析""]"
81,3,96,506,0.572,0.712,0.676,0.6,0.656,0.6377,rule,"[""核心概念边界"", ""一致性权衡""]"
81,4,40,507,0.711,0.661,0.769,0.751,0.723,0.7177,rule,"[""生产环境验证""]"
81,5,187,508,0.783,0.794,0.902,0.715,0.7,0.7835,llm,[]
81,6,48,509,0.593,0.568,0.627,0.555,0.591,0.5864,rule,"[""生产环境验证"", ""核心概念边界""]"
81,7,192,510,0.697,0.704,0.795,0.81,0.699,0.7348,rule,"[""异常场景处理""]"
82,1,145,511,0.698,0.65,0.782,0.67,0.754,0.7037,hybrid,"[""一致性权衡""]"
82,2,86,512,0.833,0.84,0.885,0.901,0.817,0.8531,rule,[]
82,3,89,513,0.903,0.799,0.971,0.755,0.718,0.8413,rule,"[""监控与回滚方案""]"
82,4,75,514,0.834,0.872,0.837,0.848,0.882,0.8518,rule,[]
82,5,106,515,0.873,0.789,0.803,0.846,0.757,0.8223,rule,"[""监控与回滚方案""]"
82,6,148,516,0.809,0.926,0.929,0.876,0.932,0.8834,rule,[]
83,1,139,517,0.872,0.862,0.857,0.912,0.879,0.8748,rule,[]
83,2,148,518,0.761,0.678,0.674,0.783,0.702,0.7233,hybrid,"[""核心概念边界"", ""异常场景处理""]"
83,3,55,519,0.762,0.752,0.759,0.731,0.718,0.7482,rule,"[""监控与回滚方案"", ""性能瓶颈分析""]"
83,4,172,520,0.833,0.805,0.806,0.816,0.883,0.8256,rule,[]
83,5,157,521,0.849,0.951,0.751,0.943,0.933,0.8825,hybrid,[]
84,1,106,522,0.845,0.896,0.917,0.835,0.843,0.867,rule,"[""监控与回滚方案""]"
84,2,150,523,0.841,0.859,0.845,0.81,0.77,0.8313,rule,"[""核心概念边界""]"
84,3,61,524,0.889,0.72,0.807,0.796,0.782,0.8064,rule,"[""监控与回滚方案""]"
84,4,103,525,0.912,0.839,0.749,0.849,0.72,0.8318,llm,[]
84,5,68,526,0.753,0.752,0.866,0.746,0.753,0.7708,rule,"[""异常场景处理""]"
84,6,148,527,0.877,0.772,0.837,0.866,0.768,0.8298,rule,"[""性能瓶颈分析""]"
84,7,89,528,0.902,0.874,0.902,0.873,0.79,0.8763,rule,"[""一致性权衡""]"
84,8,96,529,0.895,0.98,0.953,0.973,0.97,0.9474,rule,[]
85,1,181,530,0.572,0.579,0.609,0.606,0.609,0.5907,rule,"[""异常场景处理""]"
85,2,171,531,0.69,0.622,0.782,0.688,0.625,0.6814,hybrid,"[""监控与回滚方案"", ""一致性权衡""]"
85,3,64,532,0.588,0.532,0.618,0.63,0.607,0.5899,rule,"[""一致性权衡""]"
85,4,57,533,0.738,0.685,0.759,0.686,0.668,0.7115,rule,"[""一致性权衡""]"
85,5,150,534,0.547,0.54,0.662,0.549,0.53,0.563,rule,"[""生产环境验证"", ""异常场景处理""]"
85,6,164,535,0.774,0.76,0.839,0.774,0.753,0.779,rule,"[""监控与回滚方案""]"
86,1,145,536,0.586,0.596,0.702,0.601,0.61,0.6138,rule,"[""异常场景处理""]"
86,2,33,537,0.709,0.616,0.718,0.674,0.622,0.6718,rule,"[""核心概念边界""]"
86,3,1,538,0.908,0.878,0.857,0.858,0.896,0.8822,hybrid,"[""核心概念边界""]"
86,4,104,539,0.634,0.623,0.713,0.649,0.566,0.6386,rule,"[""监控与回滚方案""]"
86,5,30,540,0.604,0.491,0.556,0.578,0.473,0.5482,rule,"[""生产环境验证"", ""异常场景处理""]"
87,1,192,541,0.444,0.443,0.495,0.531,0.551,0.4812,rule,"[""生产环境验证"", ""性能瓶颈分析"", ""异常场景处理""]"
87,2,54,542,0.734,0.686,0.755,0.795,0.744,0.7383,llm,"[""性能瓶颈分析"", ""监控与回滚方案""]"
87,3,91,543,0.777,0.777,0.744,0.743,0.696,0.7553,rule,"[""生产环境验证"", ""监控与回滚方案""]"
87,4,71,544,0.717,0.619,0.796,0.709,0.596,0.691,rule,"[""异常场景处理""]"
87,5,69,545,0.752,0.653,0.675,0.657,0.674,0.6895,rule,"[""一致性权衡""]"
87,6,191,546,0.805,0.691,0.857,0.795,0.753,0.7791,rule,"[""监控与回滚方案"", ""异常场景处理""]"
88,1,163,547,0.511,0.615,0.561,0.539,0.539,0.5516,rule,"[""生产环境验证"", ""核心概念边界"", ""异常场景处理""]"
88,2,176,548,0.778,0.919,0.663,0.862,0.821,0.8106,rule,[]
88,3,179,549,0.622,0.731,0.817,0.704,0.749,0.7108,hybrid,"[""生产环境验证"", ""核心概念边界""]"
88,4,181,550,0.546,0.468,0.615,0.668,0.599,0.5675,hybrid,"[""监控与回滚方案"", ""生产环境验证"", ""异常场景处理""]"
88,5,188,551,0.703,0.695,0.756,0.746,0.756,0.7243,hybrid,"[""监控与回滚方案""]"
88,6,165,552,0.761,0.702,0.697,0.681,0.665,0.7104,llm,"[""生产环境验证"", ""性能瓶颈分析""]"
89,1,167,553,0.688,0.624,0.619,0.628,0.668,0.6485,rule,"[""监控与回滚方案"", ""异常场景处理""]"
89,2,103,554,0.602,0.6,0.635,0.54,0.58,0.5938,rule,"[""异常场景处理"", ""一致性权衡""]"
89,3,171,555,0.623,0.709,0.663,0.641,0.699,0.6628,rule,"[""一致性权衡""]"
89,4,153,556,0.813,0.752,0.768,0.85,0.892,0.8079,rule,[]
89,5,139,557,0.563,0.534,0.533,0.501,0.468,0.5284,hybrid,"[""异常场景处理"", ""性能瓶颈分析""]"
89,6,59,558,0.75,0.75,0.74,0.796,0.803,0.7631,llm,"[""一致性权衡""]"
89,7,168,559,0.862,0.854,0.804,0.767,0.805,0.8266,rule,[]
90,1,62,560,0.497,0.552,0.504,0.567,0.612,0.5377,llm,"[""生产环境验证"", ""监控与回滚方案"", ""性能瓶颈分析""]"
90,2,112,561,0.621,0.645,0.604,0.675,0.638,0.635,llm,"[""监控与回滚方案"", ""异常场景处理""]"
90,3,98,562,0.66,0.786,0.686,0.701,0.801,0.7186,rule,"[""监控与回滚方案"", ""生产环境验证""]"
90,4,79,563,0.604,0.633,0.661,0.631,0.616,0.6265,rule,"[""性能瓶颈分析""]"
90,5,94,564,0.693,0.695,0.676,0.754,0.749,0.7082,rule,"[""生产环境验证""]"
91,1,120,565,0.766,0.733,0.848,0.736,0.668,0.7546,rule,"[""一致性权衡"", ""性能瓶颈分析""]"
91,2,192,566,0.783,0.66,0.703,0.825,0.692,0.7363,rule,"[""监控与回滚方案""]"
91,3,134,567,0.768,0.796,0.757,0.769,0.852,0.7836,rule,[]
91,4,55,568,0.599,0.697,0.7,0.776,0.732,0.6861,llm,"[""生产环境验证"", ""核心概念边界""]"
91,5,127,569,0.828,0.654,0.758,0.717,0.738,0.7454,rule,"[""核心概念边界"", ""生产环境验证""]"
91,6,115,570,0.708,0.689,0.875,0.76,0.844,0.7588,llm,"[""异常场景处理"", ""核心概念边界""]"
91,7,103,571,0.8,0.671,0.798,0.743,0.739,0.7526,rule,"[""性能瓶颈分析"", ""核心概念边界""]"
92,1,161,572,0.61,0.527,0.605,0.606,0.608,0.589,rule,"[""核心概念边界"", ""监控与回滚方案""]"
92,2,107,573,0.784,0.705,0.853,0.797,0.812,0.7834,hybrid,"[""核心概念边界""]"
92,3,184,574,0.707,0.701,0.756,0.766,0.677,0.72,rule,"[""性能瓶颈分析"", ""监控与回滚方案""]"
92,4,139,575,0.747,0.834,0.877,0.752,0.825,0.8002,rule,"[""核心概念边界""]"
92,5,103,576,0.898,0.98,0.843,0.96,0.956,0.9257,llm,"[""生产环境验证""]"
92,6,140,577,0.834,0.7,0.731,0.731,0.692,0.7496,rule,"[""核心概念边界"", ""生产环境验证""]"
92,7,166,578,0.793,0.633,0.711,0.714,0.75,0.7235,rule,"[""性能瓶颈分析""]"
92,8,187,579,0.747,0.878,0.877,0.767,0.824,0.8126,rule,"[""核心概念边界""]"
93,1,139,580,0.734,0.794,0.739,0.77,0.892,0.7754,rule,"[""性能瓶颈分析""]"
93,2,57,581,0.809,0.86,0.98,0.913,0.849,0.8729,rule,[]
93,3,172,582,0.717,0.776,0.727,0.862,0.776,0.7645,rule,"[""性能瓶颈分析"", ""一致性权衡""]"
93,4,61,583,0.691,0.708,0.729,0.701,0.714,0.7061,hybrid,"[""异常场景处理""]"
93,5,148,584,0.726,0.711,0.815,0.838,0.901,0.7795,rule,"[""异常场景处理""]"
93,6,162,585,0.938,0.881,0.968,0.912,0.832,0.9119,hybrid,[]
93,7,103,586,0.679,0.808,0.841,0.828,0.76,0.772,rule,"[""核心概念边界"", ""异常场景处理""]"
93,8,192,587,0.858,0.8,0.902,0.928,0.826,0.86,rule,"[""核心概念边界""]"
94,1,139,588,0.267,0.192,0.295,0.249,0.28,0.2533,llm,"[""一致性权衡"", ""生产环境验证""]"
94,2,58,589,0.54,0.525,0.373,0.434,0.53,0.4886,rule,"[""异常场景处理"", ""生产环境验证"", ""核心概念边界""]"
94,3,130,590,0.615,0.47,0.608,0.609,0.553,0.5715,rule,"[""核心概念边界"", ""一致性权衡"", ""异常场景处理""]"
94,4,59,591,0.512,0.643,0.455,0.393,0.606,0.5245,hybrid,"[""一致性权衡"", ""生产环境验证"", ""监控与回滚方案""]"
94,5,105,592,0.508,0.511,0.468,0.581,0.573,0.5229,rule,"[""性能瓶颈分析"", ""一致性权衡"", ""核心概念边界""]"
94,6,168,593,0.593,0.508,0.552,0.604,0.487,0.5545,rule,"[""监控与回滚方案"", ""一致性权衡"", ""异常场景处理""]"
95,1,62,594,0.511,0.442,0.398,0.438,0.357,0.4437,rule,"[""性能瓶颈分析"", ""生产环境验证""]"
95,2,58,595,0.626,0.416,0.473,0.547,0.523,0.5246,rule,"[""异常场景处理"", ""监控与回滚方案"", ""一致性权衡""]"
95,3,64,596,0.46,0.473,0.535,0.408,0.513,0.4735,rule,"[""一致性权衡"", ""生产环境验证"", ""性能瓶颈分析""]"
95,4,108,597,0.381,0.389,0.282,0.45,0.49,0.3917,llm,"[""性能瓶颈分析"", ""一致性权衡"", ""核心概念边界""]"
95,5,147,598,0.422,0.462,0.477,0.461,0.464,0.4526,llm,"[""异常场景处理"", ""性能瓶颈分析""]"
96,1,6,599,0.418,0.404,0.359,0.341,0.301,0.3765,rule,"[""监控与回滚方案"", ""核心概念边界"", ""一致性权衡""]"
96,2,41,600,0.485,0.386,0.444,0.396,0.3,0.4163,rule,"[""异常场景处理"", ""性能瓶颈分析""]"
96,3,58,601,0.523,0.509,0.537,0.492,0.547,0.5199,rule,"[""核心概念边界"", ""性能瓶颈分析""]"
96,4,8,602,0.542,0.617,0.572,0.654,0.687,0.6022,llm,"[""性能瓶颈分析"", ""异常场景处理""]"
96,5,167,603,0.634,0.495,0.477,0.525,0.526,0.5428,rule,"[""异常场景处理"", ""生产环境验证"", ""一致性权衡""]"
97,1,70,604,0.586,0.63,0.65,0.663,0.654,0.6291,rule,"[""监控与回滚方案""]"
97,2,63,605,0.764,0.91,0.822,0.852,0.98,0.8506,llm,"[""性能瓶颈分析""]"
97,3,188,606,0.773,0.779,0.806,0.728,0.723,0.7659,rule,"[""性能瓶颈分析"", ""异常场景处理""]"
97,4,111,607,0.75,0.773,0.825,0.662,0.713,0.7484,llm,"[""生产环境验证"", ""性能瓶颈分析""]"
97,5,84,608,0.686,0.642,0.613,0.654,0.655,0.654,hybrid,"[""监控与回滚方案""]"
97,6,190,609,0.677,0.761,0.712,0.721,0.699,0.7127,rule,"[""性能瓶颈分析""]"
98,1,17,610,0.549,0.57,0.557,0.573,0.52,0.5556,rule,"[""监控与回滚方案"", ""核心概念边界"", ""异常场景处理""]"
98,2,168,611,0.827,0.776,0.798,0.719,0.722,0.7784,rule,"[""性能瓶颈分析"", ""一致性权衡""]"
98,3,95,612,0.746,0.731,0.869,0.764,0.766,0.7691,rule,"[""一致性权衡""]"
98,4,191,613,0.66,0.811,0.849,0.808,0.836,0.775,rule,"[""性能瓶颈分析""]"
98,5,27,614,0.828,0.879,0.923,0.886,0.861,0.8703,rule,"[""异常场景处理""]"
98,6,190,615,0.718,0.662,0.633,0.793,0.698,0.7007,rule,"[""异常场景处理""]"
98,7,60,616,0.759,0.713,0.631,0.633,0.646,0.6907,hybrid,"[""监控与回滚方案""]"
99,1,40,617,0.607,0.516,0.569,0.632,0.598,0.5828,hybrid,"[""一致性权衡""]"
99,2,190,618,0.552,0.638,0.651,0.65,0.805,0.6383,rule,"[""异常场景处理""]"
99,3,104,619,0.835,0.787,0.789,0.696,0.795,0.7874,rule,[]
99,4,30,620,0.701,0.692,0.713,0.744,0.679,0.7056,rule,"[""性能瓶颈分析"", ""生产环境验证""]"
99,5,189,621,0.93,0.882,0.964,0.907,0.861,0.9117,rule,"[""生产环境验证""]"
99,6,61,622,0.664,0.681,0.697,0.736,0.69,0.689,rule,"[""异常场景处理"", ""监控与回滚方案""]"
99,7,103,623,0.677,0.639,0.75,0.76,0.682,0.6954,rule,"[""一致性权衡""]"
100,1,23,624,0.677,0.622,0.612,0.647,0.596,0.6378,rule,"[""监控与回滚方案"", ""生产环境验证""]"
100,2,11,625,0.704,0.716,0.717,0.712,0.732,0.7139,rule,"[""生产环境验证""]"
100,3,36,626,0.324,0.268,0.393,0.422,0.359,0.344,rule,"[""生产环境验证"", ""性能瓶颈分析"", ""监控与回滚方案""]"
100,4,51,627,0.591,0.524,0.639,0.705,0.606,0.605,rule,"[""监控与回滚方案"", ""异常场景处理""]"
100,5,20,628,0.586,0.712,0.662,0.748,0.709,0.6715,rule,"[""异常场景处理"", ""性能瓶颈分析""]"
100,6,52,629,0.618,0.618,0.753,0.572,0.61,0.632,rule,"[""一致性权衡"", ""核心概念边界""]"
100,7,29,630,0.769,0.714,0.708,0.665,0.638,0.7112,llm,"[""生产环境验证"", ""核心概念边界""]"
101,1,136,631,0.547,0.538,0.571,0.609,0.504,0.5541,rule,"[""生产环境验证"", ""异常场景处理"", ""一致性权衡""]"
101,2,188,632,0.533,0.648,0.566,0.565,0.664,0.5873,rule,"[""监控与回滚方案"", ""性能瓶颈分析""]"
101,3,134,633,0.682,0.596,0.561,0.587,0.676,0.6249,llm,"[""监控与回滚方案""]"
101,4,97,634,0.688,0.611,0.686,0.766,0.715,0.6867,rule,"[""核心概念边界"", ""生产环境验证""]"
101,5,165,635,0.692,0.648,0.666,0.654,0.704,0.6725,rule,"[""生产环境验证""]"
101,6,163,636,0.628,0.659,0.699,0.695,0.719,0.6704,llm,"[""核心概念边界"", ""一致性权衡""]"
101,7,189,637,0.525,0.503,0.583,0.653,0.538,0.553,llm,"[""性能瓶颈分析"", ""监控与回滚方案""]"
102,1,104,638,0.472,0.532,0.559,0.613,0.597,0.5408,rule,"[""一致性权衡"", ""生产环境验证""]"
102,2,52,639,0.631,0.469,0.59,0.664,0.556,0.5827,llm,"[""性能瓶颈分析""]"
102,3,21,640,0.624,0.668,0.583,0.715,0.71,0.6539,rule,"[""异常场景处理""]"
102,4,58,641,0.544,0.623,0.498,0.484,0.684,0.5624,llm,"[""监控与回滚方案"", ""核心概念边界""]"
102,5,11,642,0.643,0.598,0.658,0.733,0.65,0.6514,llm,"[""监控与回滚方案""]"
102,6,192,643,0.462,0.362,0.428,0.547,0.51,0.4538,rule,"[""性能瓶颈分析"", ""一致性权衡"", ""生产环境验证""]"
102,7,164,644,0.687,0.679,0.648,0.655,0.747,0.6809,rule,"[""监控与回滚方案""]"
103,1,190,645,0.655,0.618,0.588,0.708,0.694,0.6491,rule,"[""监控与回滚方案""]"
103,2,59,646,0.907,0.796,0.856,0.911,0.924,0.8758,rule,"[""异常场景处理""]"
103,3,48,647,0.684,0.638,0.683,0.826,0.692,0.6981,rule,"[""核心概念边界""]"
103,4,57,648,0.863,0.807,0.917,0.805,0.815,0.843,rule,[]
103,5,30,649,0.791,0.722,0.706,0.76,0.737,0.7483,rule,"[""生产环境验证""]"
103,6,32,650,0.847,0.826,0.811,0.796,0.732,0.8125,rule,[]
103,7,25,651,0.832,0.799,0.727,0.753,0.804,0.7896,hybrid,[]
103,8,42,652,0.742,0.699,0.737,0.752,0.802,0.7408,rule,"[""生产环境验证"", ""一致性权衡""]"
104,1,70,653,0.876,0.855,0.943,0.789,0.798,0.8578,rule,[]
104,2,75,654,0.844,0.694,0.738,0.882,0.743,0.7849,rule,[]
104,3,192,655,0.739,0.903,0.91,0.835,0.929,0.8467,llm,[]
104,4,96,656,0.84,0.761,0.774,0.77,0.838,0.7984,llm,[]
105,1,145,657,0.685,0.728,0.749,0.757,0.685,0.718,rule,"[""性能瓶颈分析"", ""异常场景处理""]"
105,2,189,658,0.928,0.813,0.743,0.781,0.772,0.825,llm,"[""性能瓶颈分析""]"
105,3,55,659,0.752,0.687,0.821,0.739,0.739,0.745,rule,"[""异常场景处理"", ""一致性权衡""]"
105,4,166,660,0.969,0.801,0.745,0.758,0.777,0.8315,rule,[]
105,5,140,661,0.73,0.837,0.816,0.826,0.834,0.799,rule,[]
105,6,113,662,0.888,0.845,0.827,0.916,0.884,0.8718,llm,"[""监控与回滚方案""]"
105,7,61,663,0.766,0.755,0.75,0.827,0.814,0.7774,rule,"[""监控与回滚方案"", ""一致性权衡""]"
105,8,119,664,0.681,0.667,0.774,0.693,0.697,0.6975,rule,"[""异常场景处理""]"
106,1,119,665,0.589,0.461,0.441,0.448,0.406,0.4868,rule,"[""性能瓶颈分析"", ""一致性权衡"", ""监控与回滚方案""]"
106,2,101,666,0.89,0.76,0.747,0.713,0.669,0.777,rule,"[""一致性权衡"", ""异常场景处理""]"
106,3,108,667,0.788,0.746,0.709,0.74,0.823,0.7615,rule,"[""监控与回滚方案"", ""一致性权衡""]"
106,4,135,668,0.566,0.567,0.631,0.6,0.54,0.5796,rule,"[""一致性权衡"", ""核心概念边界"", ""生产环境验证""]"
106,5,118,669,0.726,0.764,0.718,0.738,0.811,0.7466,rule,"[""性能瓶颈分析"", ""异常场景处理""]"
106,6,100,670,0.599,0.644,0.594,0.668,0.641,0.6256,hybrid,"[""监控与回滚方案""]"
106,7,127,671,0.736,0.762,0.751,0.656,0.723,0.7294,rule,"[""监控与回滚方案"", ""异常场景处理""]"
106,8,115,672,0.77,0.783,0.759,0.801,0.817,0.7827,llm,"[""一致性权衡""]"
107,1,96,673,0.8,0.725,0.76,0.689,0.704,0.7447,hybrid,"[""生产环境验证""]"
107,2,88,674,0.846,0.744,0.741,0.82,0.825,0.7975,rule,[]
107,3,74,675,0.802,0.95,0.822,0.757,0.837,0.8363,llm,[]
107,4,95,676,0.718,0.71,0.759,0.734,0.663,0.7187,rule,"[""性能瓶颈分析"", ""核心概念边界""]"
107,5,75,677,0.733,0.757,0.723,0.645,0.752,0.7243,hybrid,"[""一致性权衡""]"
107,6,106,678,0.787,0.813,0.796,0.811,0.83,0.8039,llm,[]
107,7,61,679,0.748,0.598,0.612,0.727,0.709,0.6817,rule,"[""异常场景处理""]"
107,8,100,680,0.724,0.717,0.732,0.626,0.65,0.6973,rule,"[""监控与回滚方案"", ""一致性权衡""]"
108,1,190,681,0.597,0.56,0.528,0.556,0.583,0.5677,rule,"[""异常场景处理"", ""监控与回滚方案"", ""性能瓶颈分析""]"
108,2,140,682,0.524,0.477,0.479,0.516,0.482,0.4987,hybrid,"[""性能瓶颈分析"", ""一致性权衡""]"
108,3,62,683,0.829,0.754,0.728,0.861,0.723,0.7861,rule,"[""性能瓶颈分析""]"
108,4,162,684,0.86,0.839,0.921,0.957,0.939,0.8925,llm,[]
108,5,106,685,0.697,0.648,0.776,0.676,0.665,0.6917,rule,"[""一致性权衡""]"
108,6,56,686,0.797,0.798,0.853,0.674,0.786,0.7845,rule,"[""核心概念边界""]"
108,7,190,687,0.557,0.72,0.603,0.589,0.704,0.6269,rule,"[""性能瓶颈分析""]"
108,8,157,688,0.695,0.725,0.726,0.703,0.767,0.7176,rule,"[""生产环境验证""]"
109,1,144,689,0.519,0.473,0.554,0.554,0.433,0.5091,rule,"[""异常场景处理"", ""性能瓶颈分析""]"
109,2,34,690,0.403,0.248,0.288,0.334,0.176,0.3065,rule,"[""一致性权衡"", ""监控与回滚方案"", ""生产环境验证""]"
109,3,23,691,0.381,0.433,0.447,0.446,0.468,0.4267,hybrid,"[""监控与回滚方案"", ""一致性权衡"", ""性能瓶颈分析""]"
109,4,141,692,0.49,0.638,0.678,0.526,0.576,0.5733,rule,"[""核心概念边界"", ""监控与回滚方案"", ""生产环境验证""]"
109,5,53,693,0.564,0.414,0.502,0.486,0.53,0.5012,rule,"[""异常场景处理"", ""监控与回滚方案"", ""核心概念边界""]"
109,6,50,694,0.497,0.433,0.417,0.422,0.487,0.4543,llm,"[""异常场景处理"", ""生产环境验证""]"
109,7,59,695,0.527,0.551,0.397,0.561,0.585,0.5238,rule,"[""监控与回滚方案"", ""性能瓶颈分析""]"
109,8,105,696,0.44,0.334,0.418,0.425,0.4,0.4038,rule,"[""核心概念边界"", ""一致性权衡""]"
110,1,164,697,0.558,0.455,0.462,0.428,0.428,0.4791,llm,"[""生产环境验证"", ""一致性权衡""]"
110,2,52,698,0.361,0.366,0.423,0.394,0.431,0.3874,rule,"[""生产环境验证"", ""核心概念边界""]"
110,3,64,699,0.401,0.298,0.4,0.375,0.4,0.3725,llm,"[""性能瓶颈分析"", ""监控与回滚方案"", ""生产环境验证""]"
110,4,107,700,0.394,0.326,0.393,0.452,0.441,0.3942,rule,"[""核心概念边界"", ""生产环境验证"", ""性能瓶颈分析""]"
110,5,16,701,0.615,0.555,0.592,0.59,0.62,0.5937,rule,"[""一致性权衡""]"
110,6,8,702,0.455,0.507,0.52,0.539,0.569,0.5072,rule,"[""一致性权衡"", ""异常场景处理""]"
110,7,11,703,0.43,0.487,0.364,0.433,0.503,0.4422,rule,"[""监控与回滚方案"", ""生产环境验证"", ""异常场景处理""]"
111,1,158,704,0.393,0.44,0.458,0.379,0.456,0.4204,rule,"[""性能瓶颈分析"", ""核心概念边界"", ""异常场景处理""]"
111,2,65,705,0.613,0.549,0.505,0.599,0.552,0.5695,llm,"[""异常场景处理"", ""监控与回滚方案"", ""性能瓶颈分析""]"
111,3,147,706,0.591,0.548,0.541,0.441,0.609,0.5491,rule,"[""一致性权衡"", ""核心概念边界"", ""性能瓶颈分析""]"
111,4,64,707,0.531,0.517,0.458,0.531,0.536,0.516,llm,"[""核心概念边界"", ""一致性权衡""]"
111,5,191,708,0.374,0.537,0.417,0.504,0.545,0.4633,rule,"[""一致性权衡"", ""核心概念边界""]"
112,1,170,709,0.343,0.304,0.345,0.352,0.29,0.3291,rule,"[""一致性权衡"", ""生产环境验证""]"
112,2,178,710,0.352,0.363,0.317,0.398,0.411,0.3641,rule,"[""性能瓶颈分析"", ""异常场景处理"", ""生产环境验证""]"
112,3,63,711,0.345,0.384,0.406,0.384,0.491,0.3902,rule,"[""性能瓶颈分析"", ""一致性权衡"", ""核心概念边界""]"
112,4,174,712,0.448,0.472,0.548,0.486,0.551,0.4902,hybrid,"[""异常场景处理"", ""生产环境验证"", ""监控与回滚方案""]"
112,5,183,713,0.57,0.487,0.491,0.507,0.416,0.5067,rule,"[""监控与回滚方案"", ""核心概念边界""]"
112,6,66,714,0.559,0.639,0.557,0.666,0.705,0.6142,rule,"[""监控与回滚方案""]"
112,7,177,715,0.615,0.506,0.545,0.516,0.576,0.5562,llm,"[""核心概念边界"", ""一致性权衡"", ""性能瓶颈分析""]"
113,1,64,716,0.321,0.402,0.337,0.483,0.514,0.395,llm,"[""生产环境验证"", ""异常场景处理"", ""监控与回滚方案""]"
113,2,147,717,0.46,0.357,0.509,0.457,0.297,0.4229,rule,"[""核心概念边界"", ""异常场景处理"", ""监控与回滚方案""]"
113,3,28,718,0.594,0.682,0.666,0.696,0.746,0.6638,llm,"[""生产环境验证"", ""性能瓶颈分析""]"
113,4,3,719,0.508,0.53,0.451,0.349,0.369,0.4582,rule,"[""一致性权衡"", ""性能瓶颈分析""]"
113,5,188,720,0.562,0.482,0.556,0.58,0.58,0.548,llm,"[""异常场景处理"", ""生产环境验证"", ""监控与回滚方案""]"
