eval_id,provenance,llm_available,fallback_triggered
1470,rule,1,0
1471,rule,1,0
1472,rule,1,0
1473,rule,1,0
1474,rule,1,0
1475,rule,1,0
1476,rule,1,0
1477,hybrid,1,0
1478,hybrid,1,0
1479,rule,1,0
1480,rule,1,1
1481,rule,1,0
1482,rule,1,0
1483,rule,1,0
1484,hybrid,1,0
1485,rule,1,0
1486,hybrid,1,0
1487,hybrid,1,0
1488,llm,1,0
1489,rule,1,0
1490,rule,1,0
1491,rule,1,0
1492,rule,1,0
1493,rule,1,0
1494,llm,1,0
1495,rule,1,0
1496,llm,1,0
1497,rule,1,0
1498,llm,1,0
1499,rule,1,0
1500,rule,1,0
1501,llm,1,0
1502,rule,1,0
1503,rule,1,0
1504,hybrid,1,0
1505,rule,1,0
1506,rule,1,0
1507,hybrid,1,0
1508,rule,1,0
1509,hybrid,1,0
1510,rule,1,0
1511,rule,1,0
1512,hybrid,1,0
1513,rule,1,0
1514,rule,1,0
1515,llm,1,0
1516,rule,1,0
1517,rule,1,1
1518,rule,1,0
1519,rule,1,0
1520,llm,1,0
1521,hybrid,1,0
1522,llm,1,0
1523,llm,1,0
1524,rule,1,0
1525,llm,1,0
1526,rule,1,0
1527,llm,1,0
1528,rule,1,0
1529,llm,1,0
1530,hybrid,1,0
1531,rule,1,0
1532,rule,1,0
1533,hybrid,1,0
1534,rule,1,0
1535,rule,1,0
1536,rule,1,0
1537,rule,1,0
1538,rule,1,0
1539,llm,1,0
1540,rule,1,0
1541,rule,1,0
1542,rule,1,0
1543,rule,1,0
1544,rule,1,0
1545,rule,1,0
1546,rule,1,0
1547,hybrid,1,0
1548,rule,1,0
1549,rule,1,0
1550,rule,1,0
1551,hybrid,1,0
1552,rule,1,0
1553,rule,1,0
1554,rule,1,0
1555,llm,1,0
1556,llm,1,0
1557,rule,1,0
1558,rule,1,0
1559,llm,1,0
1560,rule,1,0
1561,rule,1,0
1562,hybrid,1,0
1563,rule,1,0
1564,rule,1,0
1565,rule,1,1
1566,hybrid,1,0
1567,rule,1,0
1568,rule,1,0
1569,rule,1,0
1570,llm,1,0
1571,rule,1,0
1572,rule,1,1
1573,rule,1,0
1574,hybrid,1,0
1575,hybrid,1,0
1576,rule,1,0
1577,rule,1,0
1578,rule,1,0
1579,hybrid,1,0
1580,rule,1,0
1581,rule,1,0
1582,llm,1,0
1583,rule,1,0
1584,rule,1,0
1585,rule,1,1
1586,llm,1,0
1587,rule,1,0
1588,rule,1,1
1589,rule,1,0
1590,rule,1,0
1591,hybrid,1,0
1592,rule,1,0
1593,hybrid,1,0
1594,llm,1,0
1595,rule,1,0
1596,rule,1,0
1597,rule,1,0
1598,rule,1,0
1599,rule,1,1
1600,rule,1,0
1601,rule,1,0
1602,rule,1,0
1603,rule,1,0
1604,rule,1,0
1605,rule,1,0
1606,rule,1,0
1607,rule,1,0
1608,rule,1,0
1609,rule,1,0
1610,rule,1,0
1611,rule,1,0
1612,rule,1,0
1613,rule,1,0
1614,llm,1,0
1615,rule,1,0
1616,rule,1,0
1617,rule,1,0
1618,rule,1,0
1619,rule,1,0
1620,rule,1,0
1621,rule,1,0
1622,rule,1,0
1623,rule,1,0
1624,rule,1,0
1625,rule,1,0
1626,hybrid,1,0
1627,rule,1,0
1628,rule,1,0
1629,rule,1,0
1630,hybrid,1,0
1631,rule,1,0
1632,hybrid,1,0
1633,llm,1,0
1634,rule,1,0
1635,rule,1,0
1636,hybrid,1,0
1637,rule,1,0
1638,rule,1,0
1639,rule,1,0
1640,rule,1,0
1641,rule,1,1
1642,rule,1,0
1643,rule,1,0
1644,rule,1,0
1645,llm,1,0
1646,rule,1,0
1647,rule,1,1
1648,rule,1,0
1649,rule,1,1
1650,hybrid,1,0
1651,rule,1,0
1652,rule,1,0
1653,rule,1,0
1654,llm,1,0
1655,llm,1,0
1656,rule,1,0
1657,rule,1,0
1658,rule,1,0
1659,rule,1,0
1660,rule,1,0
1661,rule,1,1
1662,llm,1,0
1663,rule,1,0
1664,llm,1,0
1665,rule,1,0
1666,llm,1,0
1667,rule,1,0
1668,rule,1,0
1669,rule,1,1
1670,rule,1,0
1671,rule,1,0
1672,rule,1,0
1673,rule,1,0
1674,rule,1,0
1675,rule,1,0
1676,rule,1,0
1677,hybrid,1,0
1678,rule,1,0
1679,hybrid,1,0
1680,rule,1,0
1681,rule,1,0
1682,llm,1,0
1683,rule,1,0
1684,rule,1,0
1685,rule,1,0
1686,rule,1,0
1687,rule,1,0
1688,llm,1,0
1689,rule,1,0
1690,rule,1,0
1691,rule,1,0
1692,llm,1,0
1693,llm,1,0
1694,hybrid,1,0
1695,rule,1,0
1696,hybrid,1,0
1697,llm,1,0
1698,rule,1,1
1699,llm,1,0
1700,rule,1,1
1701,rule,1,0
1702,rule,1,0
1703,rule,1,0
1704,rule,1,0
1705,rule,1,0
1706,rule,1,0
1707,rule,1,0
1708,rule,1,0
1709,rule,1,0
1710,rule,1,0
1711,rule,1,0
1712,rule,1,0
1713,hybrid,1,0
1714,rule,1,0
1715,llm,1,0
1716,rule,1,0
1717,rule,1,0
1718,hybrid,1,0
1719,rule,1,0
1720,hybrid,1,0
1721,rule,1,0
1722,rule,1,0
1723,rule,1,0
1724,rule,1,0
1725,rule,1,0
1726,rule,1,0
1727,rule,1,0
1728,rule,1,0
1729,rule,1,0
1730,rule,1,0
1731,llm,1,0
1732,rule,1,0
1733,rule,1,0
1734,llm,1,0
1735,rule,1,0
1736,llm,1,0
1737,rule,1,1
1738,rule,1,0
1739,rule,1,0
1740,hybrid,1,0
1741,rule,1,0
1742,rule,1,0
1743,rule,1,0
1744,rule,1,0
1745,rule,1,0
1746,rule,1,0
1747,rule,1,0
1748,llm,1,0
1749,rule,1,0
1750,rule,1,0
1751,rule,1,0
1752,rule,1,0
1753,hybrid,1,0
1754,rule,1,1
1755,llm,1,0
1756,rule,1,0
1757,rule,1,0
1758,rule,1,0
1759,rule,1,1
1760,rule,1,0
1761,rule,1,0
1762,rule,1,0
1763,hybrid,1,0
1764,llm,1,0
1765,rule,1,0
1766,rule,1,0
1767,llm,1,0
1768,llm,1,0
1769,hybrid,1,0
1770,llm,1,0
1771,rule,1,0
1772,rule,1,0
1773,llm,1,0
1774,llm,1,0
1775,rule,1,0
1776,rule,1,0
1777,rule,1,0
1778,rule,1,0
1779,rule,1,0
1780,rule,1,0
1781,rule,1,0
1782,llm,1,0
1783,llm,1,0
1784,rule,1,0
1785,rule,1,0
1786,rule,1,0
1787,rule,1,0
1788,hybrid,1,0
1789,rule,1,0
1790,rule,1,1
1791,rule,1,0
1792,rule,1,0
1793,llm,1,0
1794,hybrid,1,0
1795,llm,1,0
1796,llm,1,0
1797,hybrid,1,0
1798,rule,1,0
1799,rule,1,0
1800,llm,1,0
1801,rule,1,0
1802,rule,1,0
1803,rule,1,0
1804,rule,1,0
1805,rule,1,0
1806,rule,1,0
1807,rule,1,0
1808,rule,1,1
1809,rule,1,0
1810,rule,1,0
1811,rule,1,0
1812,rule,1,0
1813,llm,1,0
1814,rule,1,0
1815,rule,1,0
1816,rule,1,0
1817,rule,1,0
1818,rule,1,0
1819,rule,1,1
1820,rule,1,0
1821,llm,1,0
1822,rule,1,0
1823,rule,1,0
1824,rule,1,0
1825,llm,1,0
1826,rule,1,0
1827,rule,1,0
1828,rule,1,0
1829,hybrid,1,0
1830,rule,1,0
1831,rule,1,0
1832,rule,1,0
1833,rule,1,0
1834,rule,1,1
1835,rule,1,0
1836,rule,1,0
1837,rule,1,0
1838,rule,1,0
1839,llm,1,0
1840,hybrid,1,0
1841,rule,1,0
1842,rule,1,0
1843,rule,1,0
1844,rule,1,0
1845,rule,1,0
1846,rule,1,0
1847,hybrid,1,0
1848,rule,1,0
1849,rule,1,0
1850,rule,1,0
1851,llm,1,0
1852,llm,1,0
1853,rule,1,0
1854,rule,1,0
1855,rule,1,0
1856,rule,1,1
1857,rule,1,1
1858,llm,1,0
1859,llm,1,0
1860,rule,1,1
1861,rule,1,0
1862,rule,1,0
1863,rule,1,0
1864,hybrid,1,0
1865,rule,1,0
1866,rule,1,0
1867,rule,1,1
1868,rule,1,0
1869,rule,1,0
1870,rule,1,0
1871,rule,1,0
1872,llm,1,0
1873,llm,1,0
1874,rule,1,0
1875,rule,1,1
1876,rule,1,0
1877,rule,1,0
1878,rule,1,0
1879,hybrid,1,0
1880,rule,1,0
1881,rule,1,0
1882,rule,1,0
1883,rule,1,0
1884,rule,1,0
1885,rule,1,0
1886,rule,1,0
1887,llm,1,0
1888,hybrid,1,0
1889,rule,1,0
1890,rule,1,0
1891,rule,1,0
1892,rule,1,0
1893,hybrid,1,0
1894,rule,1,0
1895,rule,1,0
1896,rule,1,0
1897,hybrid,1,0
1898,llm,1,0
1899,rule,1,0
1900,rule,1,0
1901,hybrid,1,0
1902,rule,1,0
1903,rule,1,0
1904,rule,1,0
1905,rule,1,0
1906,rule,1,0
