session_id,round,question_id,asked_question_id,correctness,depth,clarity,practicality,tradeoffs,overall_score,provenance,missing_points
22,10,PAPER_Q_0022,184,0.682,0.656,0.64,0.745,0.655,0.689,,"[""rollback and canary strategy"", ""failure mode analysis""]"
23,9,PAPER_Q_0069,185,0.59,0.658,0.589,0.665,0.677,0.612,,"[""edge case handling"", ""transaction consistency detail"", ""rollback and canary strategy""]"
23,9,PAPER_Q_0041,186,0.619,0.544,0.519,0.653,0.558,0.595,,"[""rollback and canary strategy"", ""capacity estimation"", ""failure mode analysis""]"
23,9,PAPER_Q_0022,187,0.668,0.734,0.654,0.719,0.722,0.701,,"[""monitoring and alerting"", ""rollback and canary strategy""]"
23,9,PAPER_Q_0068,188,0.739,0.692,0.665,0.676,0.731,0.701,,"[""failure mode analysis"", ""edge case handling""]"
23,9,PAPER_Q_0038,189,0.699,0.784,0.744,0.709,0.768,0.721,,"[""monitoring and alerting"", ""transaction consistency detail""]"
23,9,PAPER_Q_0027,190,0.772,0.783,0.698,0.774,0.799,0.742,,"[""capacity estimation"", ""rollback and canary strategy""]"
23,9,PAPER_Q_0064,191,0.538,0.529,0.589,0.568,0.513,0.535,,"[""failure mode analysis"", ""edge case handling"", ""transaction consistency detail""]"
23,9,PAPER_Q_0049,192,0.748,0.744,0.71,0.757,0.751,0.737,,"[""rollback and canary strategy"", ""edge case handling""]"
23,9,PAPER_Q_0037,193,0.677,0.685,0.683,0.681,0.637,0.663,,"[""transaction consistency detail"", ""edge case handling"", ""rollback and canary strategy""]"
24,7,PAPER_Q_0008,194,0.613,0.59,0.533,0.59,0.612,0.583,,"[""edge case handling"", ""transaction consistency detail"", ""rollback and canary strategy""]"
24,7,PAPER_Q_0031,195,0.661,0.67,0.709,0.701,0.657,0.667,,"[""capacity estimation"", ""edge case handling"", ""monitoring and alerting""]"
24,7,PAPER_Q_0001,196,0.761,0.708,0.738,0.69,0.715,0.731,,"[""transaction consistency detail"", ""failure mode analysis""]"
24,7,PAPER_Q_0027,197,0.654,0.716,0.674,0.67,0.692,0.668,,"[""capacity estimation"", ""rollback and canary strategy"", ""edge case handling""]"
24,7,PAPER_Q_0007,198,0.813,0.777,0.805,0.783,0.804,0.813,,"[""monitoring and alerting"", ""edge case handling""]"
24,7,PAPER_Q_0136,199,0.758,0.741,0.726,0.724,0.779,0.728,,"[""failure mode analysis"", ""edge case handling""]"
24,7,PAPER_Q_0028,200,0.607,0.568,0.628,0.59,0.567,0.605,,"[""rollback and canary strategy"", ""capacity estimation"", ""edge case handling""]"
25,10,PAPER_Q_0112,201,0.452,0.402,0.453,0.464,0.437,0.426,,"[""rollback and canary strategy"", ""monitoring and alerting"", ""transaction consistency detail""]"
25,10,PAPER_Q_0117,202,0.663,0.694,0.696,0.665,0.681,0.684,,"[""capacity estimation"", ""rollback and canary strategy""]"
25,10,PAPER_Q_0128,203,0.708,0.67,0.614,0.618,0.673,0.674,,"[""capacity estimation"", ""transaction consistency detail"", ""rollback and canary strategy""]"
25,10,PAPER_Q_0136,204,0.599,0.563,0.614,0.598,0.565,0.594,,"[""edge case handling"", ""capacity estimation"", ""failure mode analysis""]"
25,10,PAPER_Q_0138,205,0.645,0.654,0.626,0.636,0.652,0.652,,"[""capacity estimation"", ""failure mode analysis"", ""rollback and canary strategy""]"
25,10,PAPER_Q_0120,206,0.594,0.492,0.512,0.557,0.481,0.539,,"[""monitoring and alerting"", ""transaction consistency detail"", ""capacity estimation""]"
25,10,PAPER_Q_0126,207,0.524,0.511,0.482,0.464,0.459,0.501,,"[""monitoring and alerting"", ""failure mode analysis"", ""transaction consistency detail""]"
25,10,PAPER_Q_0136,208,0.545,0.486,0.474,0.528,0.548,0.51,,"[""capacity estimation"", ""transaction consistency detail"", ""failure mode analysis""]"
25,10,PAPER_Q_0110,209,0.614,0.522,0.566,0.553,0.566,0.557,,"[""edge case handling"", ""monitoring and alerting"", ""rollback and canary strategy""]"
25,10,PAPER_Q_0013,210,0.614,0.526,0.609,0.602,0.534,0.557,,"[""transaction consistency detail"", ""failure mode analysis"", ""edge case handling""]"
26,8,PAPER_Q_0127,211,0.522,0.438,0.481,0.459,0.427,0.451,,"[""rollback and canary strategy"", ""edge case handling"", ""transaction consistency detail""]"
26,8,PAPER_Q_0128,212,0.593,0.559,0.631,0.609,0.556,0.603,,"[""rollback and canary strategy"", ""transaction consistency detail"", ""capacity estimation""]"
26,8,PAPER_Q_0021,213,0.641,0.546,0.597,0.563,0.518,0.564,,"[""failure mode analysis"", ""monitoring and alerting"", ""transaction consistency detail""]"
26,8,PAPER_Q_0120,214,0.629,0.589,0.642,0.571,0.541,0.588,,"[""rollback and canary strategy"", ""transaction consistency detail"", ""failure mode analysis""]"
26,8,PAPER_Q_0129,215,0.698,0.637,0.64,0.615,0.576,0.627,,"[""rollback and canary strategy"", ""transaction consistency detail"", ""edge case handling""]"
26,8,PAPER_Q_0015,216,0.701,0.656,0.69,0.672,0.661,0.65,,"[""failure mode analysis"", ""monitoring and alerting"", ""rollback and canary strategy""]"
26,8,PAPER_Q_0124,217,0.691,0.59,0.684,0.663,0.591,0.636,,"[""capacity estimation"", ""transaction consistency detail"", ""rollback and canary strategy""]"
26,8,PAPER_Q_0133,218,0.676,0.635,0.652,0.676,0.688,0.645,,"[""capacity estimation"", ""edge case handling"", ""rollback and canary strategy""]"
27,7,PAPER_Q_0119,219,0.481,0.417,0.441,0.362,0.391,0.432,,"[""transaction consistency detail"", ""edge case handling"", ""rollback and canary strategy""]"
27,7,PAPER_Q_0118,220,0.584,0.445,0.522,0.562,0.478,0.497,,"[""failure mode analysis"", ""transaction consistency detail"", ""rollback and canary strategy""]"
27,7,PAPER_Q_0021,221,0.657,0.606,0.581,0.557,0.566,0.605,,"[""failure mode analysis"", ""transaction consistency detail"", ""edge case handling""]"
27,7,PAPER_Q_0110,222,0.647,0.588,0.629,0.612,0.627,0.617,,"[""transaction consistency detail"", ""rollback and canary strategy"", ""monitoring and alerting""]"
27,7,PAPER_Q_0128,223,0.651,0.612,0.589,0.573,0.581,0.624,,"[""capacity estimation"", ""edge case handling"", ""transaction consistency detail""]"
27,7,PAPER_Q_0138,224,0.65,0.633,0.603,0.607,0.617,0.626,,"[""transaction consistency detail"", ""failure mode analysis"", ""edge case handling""]"
27,7,PAPER_Q_0127,225,0.524,0.53,0.5,0.475,0.481,0.489,,"[""rollback and canary strategy"", ""failure mode analysis"", ""edge case handling""]"
28,8,PAPER_Q_0007,226,0.701,0.688,0.64,0.651,0.684,0.65,,"[""edge case handling"", ""monitoring and alerting"", ""failure mode analysis""]"
28,8,PAPER_Q_0010,227,0.577,0.574,0.536,0.553,0.612,0.571,,"[""capacity estimation"", ""transaction consistency detail"", ""edge case handling""]"
28,8,PAPER_Q_0120,228,0.64,0.626,0.589,0.634,0.583,0.606,,"[""monitoring and alerting"", ""rollback and canary strategy"", ""capacity estimation""]"
28,8,PAPER_Q_0127,229,0.588,0.582,0.577,0.634,0.642,0.598,,"[""transaction consistency detail"", ""edge case handling"", ""rollback and canary strategy""]"
28,8,PAPER_Q_0109,230,0.577,0.571,0.551,0.53,0.52,0.536,,"[""rollback and canary strategy"", ""transaction consistency detail"", ""monitoring and alerting""]"
28,8,PAPER_Q_0126,231,0.64,0.602,0.61,0.675,0.648,0.639,,"[""edge case handling"", ""monitoring and alerting"", ""transaction consistency detail""]"
28,8,PAPER_Q_0106,232,0.579,0.569,0.603,0.57,0.591,0.574,,"[""monitoring and alerting"", ""failure mode analysis"", ""rollback and canary strategy""]"
28,8,PAPER_Q_0112,233,0.573,0.582,0.524,0.535,0.604,0.541,,"[""capacity estimation"", ""monitoring and alerting"", ""rollback and canary strategy""]"
29,7,PAPER_Q_0128,234,0.727,0.725,0.661,0.709,0.721,0.703,,"[""monitoring and alerting"", ""rollback and canary strategy""]"
29,7,PAPER_Q_0136,235,0.656,0.59,0.657,0.638,0.657,0.621,,"[""transaction consistency detail"", ""rollback and canary strategy"", ""capacity estimation""]"
29,7,PAPER_Q_0007,236,0.759,0.723,0.744,0.742,0.722,0.731,,"[""failure mode analysis"", ""monitoring and alerting""]"
29,7,PAPER_Q_0117,237,0.701,0.651,0.745,0.756,0.737,0.73,,"[""capacity estimation"", ""transaction consistency detail""]"
29,7,PAPER_Q_0021,238,0.8,0.804,0.786,0.74,0.803,0.797,,"[""transaction consistency detail"", ""rollback and canary strategy""]"
29,7,PAPER_Q_0120,239,0.699,0.63,0.628,0.635,0.622,0.65,,"[""monitoring and alerting"", ""failure mode analysis"", ""edge case handling""]"
29,7,PAPER_Q_0110,240,0.659,0.646,0.693,0.627,0.62,0.663,,"[""rollback and canary strategy"", ""monitoring and alerting"", ""edge case handling""]"
30,10,PAPER_Q_0093,241,0.567,0.489,0.509,0.583,0.529,0.542,,"[""edge case handling"", ""failure mode analysis"", ""rollback and canary strategy""]"
30,10,PAPER_Q_0057,242,0.721,0.691,0.676,0.702,0.733,0.714,,"[""edge case handling"", ""monitoring and alerting""]"
30,10,PAPER_Q_0019,243,0.771,0.722,0.793,0.736,0.725,0.77,,"[""failure mode analysis"", ""monitoring and alerting""]"
30,10,PAPER_Q_0021,244,0.736,0.736,0.779,0.743,0.789,0.765,,"[""transaction consistency detail"", ""rollback and canary strategy""]"
30,10,PAPER_Q_0015,245,0.747,0.783,0.773,0.719,0.753,0.755,,"[""rollback and canary strategy"", ""capacity estimation""]"
30,10,PAPER_Q_0022,246,0.657,0.605,0.563,0.661,0.665,0.633,,"[""monitoring and alerting"", ""rollback and canary strategy"", ""transaction consistency detail""]"
30,10,PAPER_Q_0007,247,0.709,0.681,0.691,0.668,0.673,0.703,,"[""edge case handling"", ""rollback and canary strategy""]"
30,10,PAPER_Q_0026,248,0.528,0.551,0.477,0.516,0.563,0.52,,"[""rollback and canary strategy"", ""edge case handling"", ""transaction consistency detail""]"
30,10,PAPER_Q_0019,249,0.688,0.743,0.75,0.709,0.683,0.686,,"[""capacity estimation"", ""edge case handling""]"
30,10,PAPER_Q_0027,250,0.584,0.54,0.63,0.612,0.532,0.56,,"[""failure mode analysis"", ""rollback and canary strategy"", ""capacity estimation""]"
31,11,PAPER_Q_0086,251,0.758,0.809,0.746,0.815,0.862,0.81,,"[""transaction consistency detail"", ""edge case handling""]"
31,11,PAPER_Q_0082,252,0.724,0.773,0.748,0.78,0.732,0.754,,"[""monitoring and alerting"", ""capacity estimation""]"
31,11,PAPER_Q_0072,253,0.855,0.92,0.846,0.943,0.973,0.908,,"[""extreme load testing detail""]"
31,11,PAPER_Q_0092,254,0.805,0.933,0.887,0.918,0.969,0.859,,"[""extreme load testing detail""]"
31,11,PAPER_Q_0001,255,0.825,0.929,0.831,0.887,0.928,0.867,,"[""extreme load testing detail""]"
31,11,PAPER_Q_0099,256,0.749,0.785,0.807,0.847,0.774,0.774,,"[""monitoring and alerting"", ""failure mode analysis""]"
31,11,PAPER_Q_0090,257,0.709,0.839,0.72,0.844,0.853,0.782,,"[""failure mode analysis"", ""transaction consistency detail""]"
31,11,PAPER_Q_0072,258,0.732,0.79,0.777,0.804,0.827,0.757,,"[""capacity estimation"", ""failure mode analysis""]"
31,11,PAPER_Q_0077,259,0.593,0.617,0.585,0.684,0.631,0.624,,"[""capacity estimation"", ""transaction consistency detail"", ""rollback and canary strategy""]"
31,11,PAPER_Q_0071,260,0.613,0.599,0.648,0.632,0.644,0.622,,"[""transaction consistency detail"", ""failure mode analysis"", ""monitoring and alerting""]"
31,11,PAPER_Q_0073,261,0.624,0.686,0.649,0.766,0.693,0.668,,"[""edge case handling"", ""monitoring and alerting"", ""capacity estimation""]"
32,7,PAPER_Q_0032,262,0.725,0.735,0.734,0.754,0.783,0.722,,"[""edge case handling"", ""monitoring and alerting""]"
32,7,PAPER_Q_0057,263,0.805,0.796,0.764,0.822,0.78,0.805,,"[""monitoring and alerting"", ""failure mode analysis""]"
32,7,PAPER_Q_0120,264,0.805,0.89,0.839,0.876,0.929,0.853,,"[""cost forecast granularity""]"
32,7,PAPER_Q_0023,265,0.698,0.785,0.711,0.805,0.785,0.748,,"[""rollback and canary strategy"", ""failure mode analysis""]"
32,7,PAPER_Q_0085,266,0.802,0.859,0.836,0.902,0.834,0.858,,"[""cost forecast granularity""]"
32,7,PAPER_Q_0010,267,0.77,0.813,0.75,0.853,0.839,0.778,,"[""rollback and canary strategy"", ""edge case handling""]"
32,7,PAPER_Q_0090,268,0.77,0.86,0.811,0.815,0.881,0.793,,"[""transaction consistency detail"", ""edge case handling""]"
33,10,PAPER_Q_0106,269,0.717,0.818,0.724,0.831,0.833,0.791,,"[""edge case handling"", ""failure mode analysis""]"
33,10,PAPER_Q_0118,270,0.841,0.899,0.843,0.893,0.85,0.871,,"[""cost forecast granularity""]"
33,10,PAPER_Q_0032,271,0.706,0.785,0.779,0.763,0.73,0.726,,"[""edge case handling"", ""failure mode analysis""]"
33,10,PAPER_Q_0135,272,0.751,0.745,0.764,0.777,0.762,0.773,,"[""capacity estimation"", ""failure mode analysis""]"
33,10,PAPER_Q_0119,273,0.756,0.802,0.763,0.855,0.836,0.797,,"[""transaction consistency detail"", ""edge case handling""]"
33,10,PAPER_Q_0112,274,0.686,0.814,0.704,0.738,0.801,0.748,,"[""edge case handling"", ""monitoring and alerting""]"
33,10,PAPER_Q_0023,275,0.754,0.819,0.815,0.788,0.824,0.765,,"[""rollback and canary strategy"", ""failure mode analysis""]"
33,10,PAPER_Q_0109,276,0.722,0.788,0.779,0.818,0.813,0.757,,"[""rollback and canary strategy"", ""capacity estimation""]"
33,10,PAPER_Q_0135,277,0.641,0.746,0.702,0.78,0.732,0.683,,"[""monitoring and alerting"", ""edge case handling""]"
33,10,PAPER_Q_0112,278,0.712,0.759,0.745,0.789,0.787,0.74,,"[""capacity estimation"", ""failure mode analysis""]"
34,4,PAPER_Q_0068,279,0.71,0.646,0.644,0.693,0.625,0.681,,"[""transaction consistency detail"", ""capacity estimation""]"
34,4,PAPER_Q_0049,280,0.694,0.705,0.65,0.693,0.661,0.665,,"[""monitoring and alerting"", ""failure mode analysis"", ""edge case handling""]"
34,4,PAPER_Q_0067,281,0.7,0.737,0.703,0.732,0.699,0.707,,"[""edge case handling"", ""failure mode analysis""]"
34,4,PAPER_Q_0022,282,0.724,0.752,0.638,0.711,0.745,0.703,,"[""edge case handling"", ""rollback and canary strategy""]"
35,10,PAPER_Q_0062,283,0.55,0.54,0.532,0.581,0.524,0.523,,"[""monitoring and alerting"", ""transaction consistency detail"", ""capacity estimation""]"
35,10,PAPER_Q_0068,284,0.652,0.615,0.602,0.694,0.637,0.63,,"[""failure mode analysis"", ""transaction consistency detail"", ""rollback and canary strategy""]"
35,10,PAPER_Q_0048,285,0.715,0.633,0.669,0.693,0.636,0.681,,"[""monitoring and alerting"", ""failure mode analysis""]"
35,10,PAPER_Q_0067,286,0.696,0.739,0.667,0.785,0.805,0.709,,"[""transaction consistency detail"", ""edge case handling""]"
35,10,PAPER_Q_0037,287,0.724,0.784,0.688,0.803,0.78,0.759,,"[""monitoring and alerting"", ""rollback and canary strategy""]"
35,10,PAPER_Q_0038,288,0.72,0.657,0.669,0.656,0.696,0.673,,"[""edge case handling"", ""failure mode analysis"", ""rollback and canary strategy""]"
35,10,PAPER_Q_0022,289,0.761,0.788,0.657,0.723,0.714,0.744,,"[""capacity estimation"", ""rollback and canary strategy""]"
35,10,PAPER_Q_0048,290,0.73,0.745,0.658,0.722,0.758,0.697,,"[""rollback and canary strategy"", ""edge case handling""]"
35,10,PAPER_Q_0037,291,0.752,0.676,0.674,0.706,0.69,0.687,,"[""monitoring and alerting"", ""edge case handling""]"
35,10,PAPER_Q_0053,292,0.699,0.704,0.654,0.729,0.749,0.699,,"[""rollback and canary strategy"", ""edge case handling""]"
36,4,PAPER_Q_0057,293,0.686,0.779,0.7,0.711,0.79,0.709,,"[""edge case handling"", ""transaction consistency detail""]"
36,4,PAPER_Q_0022,294,0.689,0.686,0.666,0.757,0.708,0.692,,"[""rollback and canary strategy"", ""edge case handling""]"
36,4,PAPER_Q_0037,295,0.716,0.71,0.721,0.784,0.763,0.752,,"[""transaction consistency detail"", ""capacity estimation""]"
36,4,PAPER_Q_0047,296,0.652,0.646,0.712,0.742,0.715,0.667,,"[""monitoring and alerting"", ""transaction consistency detail"", ""rollback and canary strategy""]"
37,7,PAPER_Q_0039,297,0.758,0.659,0.725,0.675,0.62,0.701,,"[""rollback and canary strategy"", ""edge case handling""]"
37,7,PAPER_Q_0050,298,0.789,0.725,0.763,0.726,0.757,0.748,,"[""edge case handling"", ""rollback and canary strategy""]"
37,7,PAPER_Q_0037,299,0.56,0.509,0.568,0.56,0.572,0.542,,"[""edge case handling"", ""capacity estimation"", ""rollback and canary strategy""]"
37,7,PAPER_Q_0051,300,0.733,0.699,0.702,0.694,0.705,0.714,,"[""transaction consistency detail"", ""failure mode analysis""]"
37,7,PAPER_Q_0043,301,0.647,0.567,0.539,0.592,0.579,0.587,,"[""failure mode analysis"", ""rollback and canary strategy"", ""transaction consistency detail""]"
37,7,PAPER_Q_0050,302,0.762,0.736,0.695,0.671,0.671,0.691,,"[""monitoring and alerting"", ""capacity estimation""]"
37,7,PAPER_Q_0052,303,0.683,0.674,0.724,0.728,0.668,0.672,,"[""rollback and canary strategy"", ""monitoring and alerting"", ""capacity estimation""]"
38,9,PAPER_Q_0120,304,0.511,0.442,0.445,0.525,0.505,0.502,,"[""rollback and canary strategy"", ""edge case handling"", ""monitoring and alerting""]"
38,9,PAPER_Q_0015,305,0.672,0.674,0.604,0.611,0.661,0.626,,"[""transaction consistency detail"", ""capacity estimation"", ""failure mode analysis""]"
38,9,PAPER_Q_0013,306,0.638,0.601,0.583,0.587,0.551,0.613,,"[""edge case handling"", ""failure mode analysis"", ""transaction consistency detail""]"
38,9,PAPER_Q_0129,307,0.643,0.589,0.623,0.625,0.581,0.628,,"[""rollback and canary strategy"", ""edge case handling"", ""failure mode analysis""]"
38,9,PAPER_Q_0134,308,0.731,0.632,0.63,0.695,0.668,0.658,,"[""transaction consistency detail"", ""failure mode analysis"", ""edge case handling""]"
38,9,PAPER_Q_0012,309,0.715,0.666,0.713,0.648,0.698,0.678,,"[""failure mode analysis"", ""monitoring and alerting"", ""edge case handling""]"
38,9,PAPER_Q_0113,310,0.618,0.528,0.546,0.56,0.592,0.572,,"[""capacity estimation"", ""failure mode analysis"", ""transaction consistency detail""]"
38,9,PAPER_Q_0007,311,0.602,0.519,0.577,0.554,0.544,0.539,,"[""failure mode analysis"", ""transaction consistency detail"", ""rollback and canary strategy""]"
38,9,PAPER_Q_0015,312,0.559,0.532,0.525,0.543,0.544,0.517,,"[""transaction consistency detail"", ""monitoring and alerting"", ""capacity estimation""]"
39,7,PAPER_Q_0085,313,0.554,0.511,0.523,0.541,0.479,0.521,,"[""monitoring and alerting"", ""failure mode analysis"", ""edge case handling""]"
39,7,PAPER_Q_0129,314,0.584,0.57,0.58,0.586,0.604,0.561,,"[""rollback and canary strategy"", ""transaction consistency detail"", ""monitoring and alerting""]"
39,7,PAPER_Q_0133,315,0.653,0.597,0.593,0.581,0.611,0.603,,"[""transaction consistency detail"", ""capacity estimation"", ""monitoring and alerting""]"
39,7,PAPER_Q_0031,316,0.538,0.469,0.488,0.52,0.457,0.482,,"[""failure mode analysis"", ""capacity estimation"", ""rollback and canary strategy""]"
39,7,PAPER_Q_0012,317,0.745,0.706,0.741,0.694,0.714,0.7,,"[""monitoring and alerting"", ""transaction consistency detail""]"
39,7,PAPER_Q_0005,318,0.712,0.694,0.669,0.682,0.675,0.676,,"[""capacity estimation"", ""transaction consistency detail"", ""edge case handling""]"
39,7,PAPER_Q_0019,319,0.625,0.605,0.514,0.61,0.628,0.593,,"[""edge case handling"", ""rollback and canary strategy"", ""monitoring and alerting""]"
40,9,PAPER_Q_0053,320,0.697,0.67,0.697,0.709,0.642,0.668,,"[""edge case handling"", ""failure mode analysis"", ""capacity estimation""]"
40,9,PAPER_Q_0060,321,0.557,0.487,0.51,0.548,0.554,0.522,,"[""monitoring and alerting"", ""edge case handling"", ""capacity estimation""]"
40,9,PAPER_Q_0048,322,0.634,0.619,0.654,0.674,0.619,0.621,,"[""edge case handling"", ""rollback and canary strategy"", ""failure mode analysis""]"
40,9,PAPER_Q_0043,323,0.692,0.685,0.76,0.733,0.7,0.701,,"[""capacity estimation"", ""failure mode analysis""]"
40,9,PAPER_Q_0057,324,0.656,0.574,0.634,0.603,0.568,0.63,,"[""rollback and canary strategy"", ""transaction consistency detail"", ""failure mode analysis""]"
40,9,PAPER_Q_0049,325,0.615,0.668,0.697,0.601,0.632,0.611,,"[""transaction consistency detail"", ""capacity estimation"", ""edge case handling""]"
40,9,PAPER_Q_0041,326,0.622,0.631,0.634,0.576,0.631,0.638,,"[""capacity estimation"", ""monitoring and alerting"", ""rollback and canary strategy""]"
40,9,PAPER_Q_0068,327,0.671,0.689,0.681,0.643,0.663,0.689,,"[""transaction consistency detail"", ""capacity estimation""]"
40,9,PAPER_Q_0060,328,0.55,0.519,0.54,0.58,0.599,0.564,,"[""monitoring and alerting"", ""transaction consistency detail"", ""failure mode analysis""]"
41,11,PAPER_Q_0119,329,0.553,0.556,0.547,0.499,0.554,0.53,,"[""edge case handling"", ""capacity estimation"", ""transaction consistency detail""]"
41,11,PAPER_Q_0110,330,0.682,0.589,0.618,0.611,0.634,0.631,,"[""capacity estimation"", ""transaction consistency detail"", ""rollback and canary strategy""]"
41,11,PAPER_Q_0131,331,0.78,0.731,0.736,0.803,0.784,0.737,,"[""edge case handling"", ""failure mode analysis""]"
41,11,PAPER_Q_0113,332,0.731,0.776,0.833,0.797,0.817,0.78,,"[""rollback and canary strategy"", ""failure mode analysis""]"
41,11,PAPER_Q_0032,333,0.546,0.566,0.586,0.583,0.608,0.554,,"[""transaction consistency detail"", ""failure mode analysis"", ""monitoring and alerting""]"
41,11,PAPER_Q_0015,334,0.766,0.809,0.767,0.811,0.789,0.801,,"[""edge case handling"", ""capacity estimation""]"
41,11,PAPER_Q_0136,335,0.646,0.619,0.719,0.623,0.621,0.643,,"[""rollback and canary strategy"", ""transaction consistency detail"", ""edge case handling""]"
41,11,PAPER_Q_0117,336,0.661,0.657,0.724,0.722,0.716,0.684,,"[""edge case handling"", ""monitoring and alerting""]"
41,11,PAPER_Q_0009,337,0.529,0.457,0.505,0.522,0.449,0.503,,"[""rollback and canary strategy"", ""transaction consistency detail"", ""failure mode analysis""]"
41,11,PAPER_Q_0138,338,0.713,0.682,0.694,0.712,0.719,0.703,,"[""failure mode analysis"", ""capacity estimation""]"
41,11,PAPER_Q_0133,339,0.759,0.689,0.699,0.701,0.679,0.726,,"[""monitoring and alerting"", ""failure mode analysis""]"
42,7,PAPER_Q_0041,340,0.542,0.528,0.54,0.543,0.502,0.52,,"[""capacity estimation"", ""edge case handling"", ""monitoring and alerting""]"
42,7,PAPER_Q_0047,341,0.653,0.646,0.657,0.692,0.708,0.657,,"[""rollback and canary strategy"", ""monitoring and alerting"", ""failure mode analysis""]"
42,7,PAPER_Q_0053,342,0.62,0.655,0.632,0.672,0.704,0.643,,"[""capacity estimation"", ""rollback and canary strategy"", ""failure mode analysis""]"
42,7,PAPER_Q_0038,343,0.619,0.581,0.61,0.617,0.63,0.605,,"[""rollback and canary strategy"", ""edge case handling"", ""transaction consistency detail""]"
42,7,PAPER_Q_0027,344,0.624,0.596,0.648,0.658,0.663,0.604,,"[""transaction consistency detail"", ""capacity estimation"", ""edge case handling""]"
42,7,PAPER_Q_0047,345,0.712,0.699,0.697,0.646,0.677,0.703,,"[""failure mode analysis"", ""capacity estimation""]"
42,7,PAPER_Q_0068,346,0.686,0.712,0.732,0.68,0.707,0.718,,"[""rollback and canary strategy"", ""monitoring and alerting""]"
43,10,PAPER_Q_0019,347,0.644,0.701,0.705,0.669,0.646,0.68,,"[""monitoring and alerting"", ""transaction consistency detail""]"
43,10,PAPER_Q_0031,348,0.695,0.682,0.681,0.602,0.675,0.673,,"[""monitoring and alerting"", ""capacity estimation"", ""edge case handling""]"
43,10,PAPER_Q_0023,349,0.505,0.457,0.525,0.531,0.484,0.509,,"[""monitoring and alerting"", ""rollback and canary strategy"", ""capacity estimation""]"
43,10,PAPER_Q_0001,350,0.634,0.634,0.648,0.588,0.63,0.636,,"[""rollback and canary strategy"", ""failure mode analysis"", ""capacity estimation""]"
43,10,PAPER_Q_0026,351,0.526,0.497,0.52,0.546,0.491,0.522,,"[""failure mode analysis"", ""monitoring and alerting"", ""transaction consistency detail""]"
43,10,PAPER_Q_0136,352,0.606,0.577,0.566,0.555,0.6,0.554,,"[""monitoring and alerting"", ""rollback and canary strategy"", ""capacity estimation""]"
43,10,PAPER_Q_0128,353,0.715,0.726,0.682,0.706,0.711,0.724,,"[""monitoring and alerting"", ""rollback and canary strategy""]"
43,10,PAPER_Q_0007,354,0.661,0.641,0.625,0.688,0.689,0.633,,"[""monitoring and alerting"", ""transaction consistency detail"", ""rollback and canary strategy""]"
43,10,PAPER_Q_0013,355,0.763,0.652,0.683,0.719,0.654,0.681,,"[""transaction consistency detail"", ""edge case handling""]"
43,10,PAPER_Q_0019,356,0.672,0.642,0.641,0.658,0.67,0.655,,"[""capacity estimation"", ""edge case handling"", ""rollback and canary strategy""]"
44,7,PAPER_Q_0047,357,0.593,0.599,0.66,0.612,0.617,0.59,,"[""edge case handling"", ""rollback and canary strategy"", ""failure mode analysis""]"
44,7,PAPER_Q_0067,358,0.614,0.619,0.658,0.645,0.588,0.601,,"[""transaction consistency detail"", ""failure mode analysis"", ""monitoring and alerting""]"
44,7,PAPER_Q_0068,359,0.625,0.589,0.578,0.627,0.611,0.607,,"[""edge case handling"", ""capacity estimation"", ""failure mode analysis""]"
44,7,PAPER_Q_0038,360,0.672,0.665,0.612,0.638,0.626,0.661,,"[""transaction consistency detail"", ""capacity estimation"", ""edge case handling""]"
44,7,PAPER_Q_0047,361,0.622,0.696,0.608,0.613,0.671,0.618,,"[""failure mode analysis"", ""capacity estimation"", ""transaction consistency detail""]"
44,7,PAPER_Q_0057,362,0.575,0.541,0.628,0.535,0.533,0.571,,"[""edge case handling"", ""transaction consistency detail"", ""failure mode analysis""]"
44,7,PAPER_Q_0048,363,0.533,0.576,0.559,0.609,0.616,0.571,,"[""edge case handling"", ""rollback and canary strategy"", ""capacity estimation""]"
45,10,PAPER_Q_0120,364,0.595,0.54,0.63,0.586,0.571,0.576,,"[""monitoring and alerting"", ""transaction consistency detail"", ""edge case handling""]"
45,10,PAPER_Q_0117,365,0.712,0.704,0.698,0.737,0.768,0.697,,"[""capacity estimation"", ""monitoring and alerting""]"
45,10,PAPER_Q_0128,366,0.709,0.659,0.694,0.659,0.693,0.682,,"[""capacity estimation"", ""monitoring and alerting""]"
45,10,PAPER_Q_0118,367,0.621,0.545,0.639,0.564,0.538,0.575,,"[""monitoring and alerting"", ""rollback and canary strategy"", ""failure mode analysis""]"
45,10,PAPER_Q_0119,368,0.544,0.554,0.549,0.536,0.538,0.54,,"[""monitoring and alerting"", ""rollback and canary strategy"", ""transaction consistency detail""]"
45,10,PAPER_Q_0023,369,0.491,0.419,0.497,0.508,0.503,0.453,,"[""monitoring and alerting"", ""failure mode analysis"", ""capacity estimation""]"
45,10,PAPER_Q_0120,370,0.645,0.573,0.663,0.648,0.579,0.64,,"[""failure mode analysis"", ""capacity estimation"", ""transaction consistency detail""]"
45,10,PAPER_Q_0124,371,0.653,0.612,0.592,0.677,0.635,0.652,,"[""transaction consistency detail"", ""rollback and canary strategy"", ""capacity estimation""]"
45,10,PAPER_Q_0110,372,0.557,0.574,0.571,0.545,0.609,0.557,,"[""edge case handling"", ""capacity estimation"", ""monitoring and alerting""]"
